,Fornecedor,Numero_Serial,Manutenção_Preventiva,Manutenção_Emergencial,Manutenção_Corretiva,total,data,Equipamentos,Manutenção preditiva
28016,TitanPro Machinery,VURPGV51ET,0.0,0.0,0.0,0.0,2024-01-07,Aparador de Madeira,0.0
28017,TitanPro Machinery,C3YMV3TEJE,0.0,0.0,0.0,0.0,2024-01-07,Aparador de Madeira,0.0
28018,TitanPro Machinery,OJBWKLCEBA,,,,,2024-01-07,Aparador de Madeira,
28019,TitanPro Machinery,HEB4H4EH50,,,,,2024-01-07,Aparador de Madeira,
28020,TitanPro Machinery,GMIPLIY544,,,,,2024-01-07,Aparador de Madeira,
28021,TitanPro Machinery,VK29X7Q6R3,,,,,2024-01-07,Aparador de Madeira,
28022,TitanPro Machinery,XFQ9ICO134,0.0,0.0,0.0,0.0,2024-01-07,Aparador de Madeira,0.0
28023,TitanPro Machinery,25QRA4X46U,,,,,2024-01-07,Aparador de Madeira,
28024,TitanPro Machinery,8I0AW40XUD,,,,,2024-01-07,Aparador de Madeira,
28025,TitanPro Machinery,3KR1VU8UKZ,,,,,2024-01-07,Aparador de Madeira,
28026,TitanPro Machinery,Z1C23PLD27,,,,,2024-01-07,Aparador de Madeira,
28027,TitanPro Machinery,Y3R92UX4IU,0.0,0.0,0.0,0.0,2024-01-07,Aparador de Madeira,0.0
28028,TitanPro Machinery,OZN6GWQZBU,,,,,2024-01-07,Aparador de Madeira,
28029,TitanPro Machinery,UBNZZ3L2RY,,,,,2024-01-07,Aparador de Madeira,
28030,TitanPro Machinery,4F41T3VKD1,,,,,2024-01-07,Aparador de Madeira,
28031,TitanPro Machinery,LTZPYF0889,0.0,0.0,0.0,0.0,2024-01-07,Aparador de Madeira,0.0
28032,ProLine Equipamentos,V7GYF6716M,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28033,ProLine Equipamentos,4R1AYA8CM4,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28034,ProLine Equipamentos,ZQVI6D0ZFZ,,,,,2024-01-07,Enroladora,
28035,ProLine Equipamentos,UEO2T78K9B,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28036,ProLine Equipamentos,A2AGFICSU3,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28037,ProLine Equipamentos,09E2VUGHJF,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28038,ProLine Equipamentos,Z7AX3YBGUD,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28039,ProLine Equipamentos,KVUBHP2G66,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28040,ProLine Equipamentos,U4TN0PVJTN,,,,,2024-01-07,Enroladora,
28041,ProLine Equipamentos,7BNMFKUJR4,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28042,ProLine Equipamentos,D1XRB2LDQQ,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28043,ProLine Equipamentos,PUV3PH9GAP,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28044,ProLine Equipamentos,VFLXSXFN1D,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28045,ProLine Equipamentos,FKL13T7UDX,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28046,ProLine Equipamentos,2DLYZIN3GO,,,,,2024-01-07,Enroladora,
28047,ProLine Equipamentos,WPTOBCQDHX,,,,,2024-01-07,Enroladora,
28048,ProLine Equipamentos,GEZ4IPV75D,,,,,2024-01-07,Enroladora,
28049,ProLine Equipamentos,XWOMOSQZ9O,,,,,2024-01-07,Enroladora,
28050,ProLine Equipamentos,0TQ51QARCV,,,,,2024-01-07,Enroladora,
28051,ProLine Equipamentos,AVMF08X8M8,,,,,2024-01-07,Enroladora,
28052,ProLine Equipamentos,QKJWNGVUG1,,,,,2024-01-07,Enroladora,
28053,ProLine Equipamentos,ORTO2OBB8N,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28054,ProLine Equipamentos,EX0P8CSX5Q,,,,,2024-01-07,Enroladora,
28055,ProLine Equipamentos,5DKVX4NDL2,,,,,2024-01-07,Enroladora,
28056,ProLine Equipamentos,UH58MAV0MO,,,,,2024-01-07,Enroladora,
28057,ProLine Equipamentos,WPBXFF88XJ,,,,,2024-01-07,Enroladora,
28058,ProLine Equipamentos,KI85OWQUAJ,,,,,2024-01-07,Enroladora,
28059,ProLine Equipamentos,W44AH3SE4J,,,,,2024-01-07,Enroladora,
28060,ProLine Equipamentos,T6IOG31L0H,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28061,ProLine Equipamentos,OJI5J2VZG6,,,,,2024-01-07,Enroladora,
28062,ProLine Equipamentos,S252SHWJSZ,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28063,ProLine Equipamentos,IRTYMLSVBZ,,,,,2024-01-07,Enroladora,
28064,ProLine Equipamentos,BCQROHO6WF,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28065,ProLine Equipamentos,4ITKNUNNKP,,,,,2024-01-07,Enroladora,
28066,ProLine Equipamentos,4VR8IA8MUV,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28067,ProLine Equipamentos,J44IY9HKRA,,,,,2024-01-07,Enroladora,
28068,ProLine Equipamentos,W92IIG9A22,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28069,ProLine Equipamentos,NITEV6AHP4,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28070,ProLine Equipamentos,2CF99KZMYY,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28071,ProLine Equipamentos,LFNLR71D1R,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28072,ProLine Equipamentos,G7CTOTBJFN,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28073,ProLine Equipamentos,UAUBZ7WK3T,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28074,ProLine Equipamentos,GTDEBN559O,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28075,ProLine Equipamentos,UC7FYGM2BR,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28076,ProLine Equipamentos,Q1HJ2MCGXG,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28077,ProLine Equipamentos,0XJWDI4IJS,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28078,ProLine Equipamentos,IZN7YITEKN,,,,,2024-01-07,Enroladora,
28079,ProLine Equipamentos,7OC86FGGZ7,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28080,ProLine Equipamentos,JQH1GSBV9R,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28081,ProLine Equipamentos,OFE40Z6BI8,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28082,ProLine Equipamentos,FU1HEWCX08,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28083,ProLine Equipamentos,SGQXFK10J6,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28084,ProLine Equipamentos,ZN4Y5ILCKB,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28085,ProLine Equipamentos,ZUYNVFUUP2,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28086,ProLine Equipamentos,9EF6UQA3JC,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28087,ProLine Equipamentos,2YJK3R8JXV,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28088,ProLine Equipamentos,AJU8QZ5M29,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28089,ProLine Equipamentos,H2ODGJ5RV9,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28090,ProLine Equipamentos,3AV3559CZ3,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28091,ProLine Equipamentos,FVIRDANOSJ,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28092,ProLine Equipamentos,S71076QWY6,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28093,ProLine Equipamentos,6HY9SFJ4G6,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28094,ProLine Equipamentos,SBCUXC0IMO,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28095,ProLine Equipamentos,24HNQ7R4M9,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28096,ProLine Equipamentos,XCM5O4JHMN,,,,,2024-01-07,Enroladora,
28097,ProLine Equipamentos,89EE38M0QC,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28098,ProLine Equipamentos,A742QD06QS,,,,,2024-01-07,Enroladora,
28099,ProLine Equipamentos,F8VQKEX5GR,,,,,2024-01-07,Enroladora,
28100,ProLine Equipamentos,Z4WBT0V9HB,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28101,ProLine Equipamentos,CIXRGS03BX,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28102,ProLine Equipamentos,0EX2VV14N5,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28103,ProLine Equipamentos,6ACIVDZCNU,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28104,ProLine Equipamentos,LET43V2UMN,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28105,ProLine Equipamentos,3JJ5ICEBUC,,,,,2024-01-07,Enroladora,
28106,ProLine Equipamentos,N1KV3ISKJA,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28107,ProLine Equipamentos,UHKENAJDEE,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28108,ProLine Equipamentos,TRQPHIK3K5,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28109,ProLine Equipamentos,ZU9EDON2DU,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28110,ProLine Equipamentos,MPVK3WR2AO,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28111,ProLine Equipamentos,HMVBHX776E,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28112,ProLine Equipamentos,4PMO29ME78,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28113,ProLine Equipamentos,IF83ZZUXGC,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28114,ProLine Equipamentos,SJUQEWC2O4,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28115,ProLine Equipamentos,KX9QENJ3MO,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28116,ProLine Equipamentos,XH3TFRS1KV,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28117,ProLine Equipamentos,PBDAX8N27W,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28118,ProLine Equipamentos,JFUBBZBPV4,,,,,2024-01-07,Enroladora,
28119,ProLine Equipamentos,38T5GROPBH,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28120,ProLine Equipamentos,9C8AR3HXMA,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28121,ProLine Equipamentos,XYBZ48T78D,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28122,ProLine Equipamentos,H8X6BUETNF,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28123,ProLine Equipamentos,LCV4P5S0EB,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28124,ProLine Equipamentos,LV803GMG2M,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28125,ProLine Equipamentos,DS7HLWTTWY,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28126,ProLine Equipamentos,07C22YC1Z0,,,,,2024-01-07,Enroladora,
28127,ProLine Equipamentos,VVFXPLGVDC,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28128,ProLine Equipamentos,U6MUGESRIY,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28129,ProLine Equipamentos,U9WRFV8DXZ,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28130,ProLine Equipamentos,MJOYIR47BE,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28131,ProLine Equipamentos,HKQAO8BW4J,,,,,2024-01-07,Enroladora,
28132,ProLine Equipamentos,FWFVRQDOE0,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28133,ProLine Equipamentos,TF7JTLWXEZ,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28134,ProLine Equipamentos,LX0GBD9GPS,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28135,ProLine Equipamentos,GEU9FY4EKZ,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28136,ProLine Equipamentos,878X9FDFOZ,,,,,2024-01-07,Enroladora,
28137,ProLine Equipamentos,6KATL1N6T8,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28138,ProLine Equipamentos,7ZV4V5R2MW,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28139,ProLine Equipamentos,MSIS60GISS,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28140,ProLine Equipamentos,H8WQI5QZQK,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28141,ProLine Equipamentos,A9XC1OPVV7,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28142,ProLine Equipamentos,ESPQ2PN3AZ,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28143,ProLine Equipamentos,TY29NKCDFM,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28144,ProLine Equipamentos,3H5IQ8V9FY,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28145,ProLine Equipamentos,QCJ3X62J0V,,,,,2024-01-07,Enroladora,
28146,ProLine Equipamentos,BXKSASXM7Q,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28147,ProLine Equipamentos,ZZ59ECF62I,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28148,ProLine Equipamentos,YXYPB0M7F8,,,,,2024-01-07,Enroladora,
28149,ProLine Equipamentos,O0IADINY7T,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28150,ProLine Equipamentos,7XNV2NI44U,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28151,ProLine Equipamentos,5QPUGGIDWX,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28152,ProLine Equipamentos,UN7QNAC6LE,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28153,ProLine Equipamentos,88YQMDVR1C,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28154,ProLine Equipamentos,NSCPOB4N9E,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28155,ProLine Equipamentos,Q162WJI9BI,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28156,ProLine Equipamentos,T319Y8LQKM,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28157,ProLine Equipamentos,BBZJONKSQR,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28158,ProLine Equipamentos,BWGQCZ1T8K,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28159,ProLine Equipamentos,OIMO9F3AFO,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28160,ProLine Equipamentos,HXF24GIO5G,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28161,ProLine Equipamentos,K6UAKRWGHU,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28162,ProLine Equipamentos,RKMAYS6PV5,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28163,ProLine Equipamentos,CN7JNEIKVE,,,,,2024-01-07,Enroladora,
28164,ProLine Equipamentos,LI354K365W,,,,,2024-01-07,Enroladora,
28165,ProLine Equipamentos,1VGX33VUUX,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28166,ProLine Equipamentos,62O2RS6ZNQ,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28167,ProLine Equipamentos,H3EL27AHUB,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28168,ProLine Equipamentos,BJC24YNZ1G,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28169,ProLine Equipamentos,I0JER35RLA,,,,,2024-01-07,Enroladora,
28170,ProLine Equipamentos,E9NX28WU2O,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28171,ProLine Equipamentos,MQFCMAAT2M,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28172,ProLine Equipamentos,Z0TTFAX4KH,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28173,ProLine Equipamentos,OAS5QRTZGH,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28174,ProLine Equipamentos,OY577N4J11,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28175,ProLine Equipamentos,L851DCZBG8,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28176,ProLine Equipamentos,78W2AP17F4,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28177,ProLine Equipamentos,FHVKB7I02K,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28178,ProLine Equipamentos,SRTIEX3B2I,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28179,ProLine Equipamentos,72V7N0WUH9,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28180,ProLine Equipamentos,LZ6SXS90Z0,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28181,ProLine Equipamentos,JD235XLN1V,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28182,ProLine Equipamentos,I8H5JWRTCG,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28183,ProLine Equipamentos,063SZP9URZ,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28184,ProLine Equipamentos,CYHABG32TC,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28185,ProLine Equipamentos,5C3PF3A2L2,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28186,ProLine Equipamentos,VODC8MVB5Y,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28187,ProLine Equipamentos,SYNG2SMO1Q,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28188,ProLine Equipamentos,H9F9VM2AX4,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28189,ProLine Equipamentos,RAU53QK4A4,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28190,ProLine Equipamentos,8K0DTOVNBF,,,,,2024-01-07,Enroladora,
28191,ProLine Equipamentos,CD6G4P397G,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28192,ProLine Equipamentos,JV7NLB3L71,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28193,ProLine Equipamentos,VHR8VSLOZN,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28194,ProLine Equipamentos,N2FLLDR7O1,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28195,ProLine Equipamentos,86ZYI488EG,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28196,ProLine Equipamentos,N7L8BKT36I,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28197,ProLine Equipamentos,TK9X044GGE,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28198,ProLine Equipamentos,JEUKPT0MNJ,,,,,2024-01-07,Enroladora,
28199,ProLine Equipamentos,TLKCZ3JYZS,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28200,ProLine Equipamentos,1X52Q74GJA,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28201,ProLine Equipamentos,EB0BRR8XL4,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28202,ProLine Equipamentos,2G9AS0N6OC,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28203,ProLine Equipamentos,8IF55QR7QL,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28204,ProLine Equipamentos,MBPQF21T2P,,,,,2024-01-07,Enroladora,
28205,ProLine Equipamentos,0TEHEWWNYC,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28206,ProLine Equipamentos,3IA4UZ450A,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28207,ProLine Equipamentos,RI19N2V687,,,,,2024-01-07,Enroladora,
28208,ProLine Equipamentos,GVFYBB8I3F,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28209,ProLine Equipamentos,O7A0OQH4WW,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28210,ProLine Equipamentos,94XB0KZTV5,0.0,0.0,0.0,0.0,2024-01-07,Enroladora,0.0
28211,IronForge Equipamentos,72OB9UM09Z,,,,,2024-01-07,Máquina de Moldeo por Compressão,
28212,PowerSteel Equipamentos,JVQTNQT2SW,,,,,2024-01-07,Máquina de Corte de Borracha,
28213,PowerSteel Equipamentos,ZEOCS5SJNA,,,,,2024-01-07,Máquina de Corte de Borracha,
28214,PowerSteel Equipamentos,YLEH0LEBF4,,,,,2024-01-07,Máquina de Corte de Borracha,
28215,PowerSteel Equipamentos,UXC5KSVRGC,,,,,2024-01-07,Máquina de Corte de Borracha,
28216,PowerSteel Equipamentos,VTJ8I3UVC6,,,,,2024-01-07,Máquina de Corte de Borracha,
28217,PowerSteel Equipamentos,7MNB5S0I06,,,,,2024-01-07,Máquina de Corte de Borracha,
28218,PowerSteel Equipamentos,V6XIAAD5YW,,,,,2024-01-07,Máquina de Corte de Borracha,
28219,PowerSteel Equipamentos,AH9XDUNU62,,,,,2024-01-07,Máquina de Corte de Borracha,
28220,PowerSteel Equipamentos,OY43PCHKGH,,,,,2024-01-07,Máquina de Corte de Borracha,
28221,PowerSteel Equipamentos,60MBHDFPJ9,,,,,2024-01-07,Máquina de Corte de Borracha,
28222,PowerSteel Equipamentos,9E12VW5XJZ,,,,,2024-01-07,Máquina de Corte de Borracha,
28223,PowerSteel Equipamentos,F55DCVH6NI,,,,,2024-01-07,Máquina de Corte de Borracha,
28224,PowerSteel Equipamentos,9GPMZ40J5X,,,,,2024-01-07,Máquina de Corte de Borracha,
28225,PowerSteel Equipamentos,O03BZLBNO6,,,,,2024-01-07,Máquina de Corte de Borracha,
28226,PowerSteel Equipamentos,0G61YPMRKO,,,,,2024-01-07,Máquina de Corte de Borracha,
28227,PowerSteel Equipamentos,5E1K5DVMC1,,,,,2024-01-07,Máquina de Corte de Borracha,
28228,PowerSteel Equipamentos,ZT970JBWFJ,,,,,2024-01-07,Máquina de Corte de Borracha,
28229,PowerSteel Equipamentos,X2RHR1QXD8,,,,,2024-01-07,Máquina de Corte de Borracha,
28230,PowerSteel Equipamentos,BXYJEXRL1A,,,,,2024-01-07,Máquina de Corte de Borracha,
28231,PowerSteel Equipamentos,M5PQVVGBSJ,,,,,2024-01-07,Máquina de Corte de Borracha,
28232,PowerSteel Equipamentos,GJZPQWKAB2,,,,,2024-01-07,Máquina de Corte de Borracha,
28233,PowerSteel Equipamentos,03J14QI1IC,,,,,2024-01-07,Máquina de Corte de Borracha,
28234,PowerSteel Equipamentos,ECT8CLNU9M,,,,,2024-01-07,Máquina de Corte de Borracha,
28235,PowerSteel Equipamentos,SQRJ7GBIGY,,,,,2024-01-07,Máquina de Corte de Borracha,
28236,PowerSteel Equipamentos,AVQE0P5MT3,,,,,2024-01-07,Máquina de Corte de Borracha,
28237,PowerSteel Equipamentos,GJJH73NXFR,,,,,2024-01-07,Máquina de Corte de Borracha,
28238,PowerSteel Equipamentos,QHOZ33ZE5Z,,,,,2024-01-07,Máquina de Corte de Borracha,
28239,PowerSteel Equipamentos,I96TESUEHC,,,,,2024-01-07,Máquina de Corte de Borracha,
28240,PowerSteel Equipamentos,UX7SKK1GFI,,,,,2024-01-07,Máquina de Corte de Borracha,
28241,PowerSteel Equipamentos,OT7YAXA33D,,,,,2024-01-07,Máquina de Corte de Borracha,
28242,PowerSteel Equipamentos,MFAHVK5MTL,,,,,2024-01-07,Máquina de Corte de Borracha,
28243,PowerSteel Equipamentos,YA0B83ONRI,,,,,2024-01-07,Máquina de Corte de Borracha,
28244,PowerSteel Equipamentos,7LP0QLJBI8,,,,,2024-01-07,Máquina de Corte de Borracha,
28245,PowerSteel Equipamentos,SL2P5VHMVD,,,,,2024-01-07,Máquina de Corte de Borracha,
28246,PowerSteel Equipamentos,9ZP3745UEZ,,,,,2024-01-07,Máquina de Corte de Borracha,
28247,PowerSteel Equipamentos,Q1KYDOE66D,,,,,2024-01-07,Máquina de Corte de Borracha,
28248,PowerSteel Equipamentos,7W00I9AEZ9,,,,,2024-01-07,Máquina de Corte de Borracha,
28249,PowerSteel Equipamentos,4MQ7MIGF44,,,,,2024-01-07,Máquina de Corte de Borracha,
28250,PowerSteel Equipamentos,ICVXVG36IH,,,,,2024-01-07,Máquina de Corte de Borracha,
28251,PowerSteel Equipamentos,M43YOWCWVX,,,,,2024-01-07,Máquina de Corte de Borracha,
28252,PowerSteel Equipamentos,GDPUCHGN32,,,,,2024-01-07,Máquina de Corte de Borracha,
28253,PowerSteel Equipamentos,XX3RZVVOCM,,,,,2024-01-07,Máquina de Corte de Borracha,
28254,PowerSteel Equipamentos,SQ441JS7N8,,,,,2024-01-07,Máquina de Corte de Borracha,
28255,PowerSteel Equipamentos,RLHSS6VPG2,,,,,2024-01-07,Máquina de Corte de Borracha,
28256,PowerSteel Equipamentos,WDTKTP6MH2,,,,,2024-01-07,Máquina de Corte de Borracha,
28257,PowerSteel Equipamentos,N6923F2QQT,,,,,2024-01-07,Máquina de Corte de Borracha,
28258,PowerSteel Equipamentos,DKDGCFQ833,,,,,2024-01-07,Máquina de Corte de Borracha,
28259,PowerSteel Equipamentos,ER4XZRDMRR,,,,,2024-01-07,Máquina de Corte de Borracha,
28260,PowerSteel Equipamentos,EMEZR9SN0T,,,,,2024-01-07,Máquina de Corte de Borracha,
28261,PowerSteel Equipamentos,ZLDURGIFY4,,,,,2024-01-07,Máquina de Corte de Borracha,
28262,PowerSteel Equipamentos,0MVJ1TTHY3,,,,,2024-01-07,Máquina de Corte de Borracha,
28263,PowerSteel Equipamentos,ZHXFEHAE8U,,,,,2024-01-07,Máquina de Corte de Borracha,
28264,PowerSteel Equipamentos,5RIBM3VM9I,,,,,2024-01-07,Máquina de Corte de Borracha,
28265,PowerSteel Equipamentos,F9NTNQRG21,,,,,2024-01-07,Máquina de Corte de Borracha,
28266,PowerSteel Equipamentos,NLJYFAXIW2,,,,,2024-01-07,Máquina de Corte de Borracha,
28267,PowerSteel Equipamentos,H4PON95RNC,,,,,2024-01-07,Máquina de Corte de Borracha,
28268,FusionTech Equipamentos,5F1PQ9G2A7,,,,,2024-01-07,Máquina de Usinagem,
28269,PrimeSteel Technologies,43B709WCE0,,,,,2024-01-07,Gerador de Vapor,
28270,PrimeSteel Technologies,Y2CQQAE4IP,0.0,0.0,0.0,0.0,2024-01-07,Gerador de Vapor,0.0
28271,PrimeSteel Technologies,6JZWGBRIZH,0.0,0.0,0.0,0.0,2024-01-07,Gerador de Vapor,0.0
28272,PrimeSteel Technologies,EYLTU9CIXT,0.0,0.0,0.0,0.0,2024-01-07,Gerador de Vapor,0.0
28273,PrimeSteel Technologies,00HGVTYA90,0.0,0.0,0.0,0.0,2024-01-07,Gerador de Vapor,0.0
